KEY,en,notes,sp,fr,de,it,pt-br
EABILITY_SUICIDEMELEE_DESC,A melee attack that also damages yourself.,,Un ataque cuerpo a cuerpo que también daña a esta unidad.,Une attaque au corps à corps qui vous inflige également des dégâts.,"Ein Nahkampfangriff, der dir auch selbst Schaden zufügt.",Un attacco corpo a corpo che danneggia anche te.,Um ataque corpo-a-corpo que também causa dano a você.
EABILITY_SPAWNMAGGOT_NAME,Spawn Maggot,,Generación de gusano,Invocation d'asticot,Made rufen,Generazione Larva,Gerar Verme
EABILITY_SPAWNMAGGOTS_NAME,Spawn Maggots,,Generación de gusanos,Invocation d'asticots,Maden rufen,Generazione Larve,Gerar Vermes
EABILITY_SPAWNFLEA_NAME,Spawn Flea,,Generación de pulga,Invocation de puce,Floh rufen,Generazione Pulce,Gerar Pulga
EABILITY_RATLEAP_NAME,Rat Leap,,Brinco ratonero,Saut de rat,Rattensprung,Balzo del Ratto,Salto do Rato
EABILITY_CATCALL_NAME,Cat Call,,Llamada felina,Huée,Katzenjammer,Richiamo del Gatto,Cantada
EABILITY_MUTATE_NAME,Mutate,,Mutación,Mutation,Mutation,Mutazione,Mutação
EABILITY_TUMORPRISON_NAME,Tumor Prison,,Prisión tumoral,Prison tumeur,Tumorgefängnis,Prigione Tumorale,Prisão de Tumor
EABILITY_RALLYMAGGOTS_NAME,"Rally, Maggots!",,Gusanos replegados,Ralliement d'asticots,"Auf sie, ihr Maden!","Radunatevi, Larve!","Vermes, Comigo!"
EABILITY_ZAP_NAME,Zap,,Calambre,Bzzzz,Stromstoß,Zap,Zap
EABILITY_FATLEAP_NAME,Fat Leap,,Brinco grasiento,Gros saut,Fetter Sprung,Balzo Ciccione,Salto Gorduroso
EABILITY_XLIGHTNING_NAME,X Lightning,,Rayo X,Éclair X,X-Blitz,Fulmin-X,Raio X
EABILITY_SLIDE_NAME,Slide,,Deslizamiento,Glissade,Rutschen,Scivolata,Deslizar
EABILITY_MCFLAMETHROWER_NAME,MC Flamethrower,,Lanzallamas de GM,CM&nbsp;Lance-flammes,MC-Flammenwerfer,Lanciafiamme del GM,Lança-Chamas MC
EABILITY_MCBLIZZ_NAME,MC Blizz,,Ventisca de GM,CM&nbsp;Blizzard,MC-Blizz,Bufera del GM,Nevasca MC
EABILITY_MCTHUNDER_NAME,MC Thunder,,Trueno de GM,CM&nbsp;Tonnerre,MC-Donner,Tuono del GM,Trovão MC
EABILITY_D6FIZZLE_NAME,0 : Fizzle,,0 : Chisporroteo,0&nbsp;: Crépitement,0 : Zischen,0: Sibilo,0 : Silvo
EABILITY_D6CONFUSION_NAME,1 : Confusion,,1 : Confusión,1&nbsp;: Confusion,1 : Verwirrung,1: Confusione,1 : Confusão
EABILITY_D6POOP_NAME,2 : Poop,,2 : Caca,2&nbsp;: Crotte,2 : Häufchen,2: Cacca,2 : Cocô
EABILITY_D6LEECH_NAME,2 : Leech,,2 : Sanguijuela,2&nbsp;: Sangsue,2 : Blutegel,2: Sanguisuga,2 : Sanguessuga
EABILITY_D6LASER_NAME,3 : Laser,,3 : Láser,3&nbsp;: Laser,3 : Laser,3: Laser,3 : Laser
EABILITY_D6KNIVES_NAME,4 : Knives,,4 : Cuchillos,4&nbsp;: Couteaux,4 : Messer,4: Coltelli,4 : Facas
EABILITY_D6QUAKE_NAME,4 : Quake,,4 : Temblor,4&nbsp;: Séisme,4 : Beben,4: Terremoto,4 : Terremoto
EABILITY_D6STORM_NAME,5 : Storm,,5 : Tormenta,5&nbsp;: Tempête,5 : Sturm,5: Tempesta,5 : Tempestade
EABILITY_D6WRATH_NAME,6 : Wrath,,6 : Ira,6&nbsp;: Colère,6 : Zorn,6: Ira,6 : Ira
EABILITY_ROLLDICE_NAME,Roll!,,¡Tirada!,Roule&nbsp;!,Wurf!,Tira!,Cambalhota!
EABILITY_SHOVE_NAME,Shove,,Envite,Bourrade,Schubsen,Spinta,Encontrão
EABILITY_POISONKNIFE_NAME,Poison Knife,,Cuchillo venenoso,Couteau empoisonné,Giftmesser,Coltello Avvelenato,Faca Envenenada
EABILITY_HEALBOMB_NAME,Heal Bomb,,Bomba curativa,Bombe de soin,Heilbombe,Bomba Curativa,Bomba de Cura
EABILITY_MASSHEAL_NAME,Mass Heal,,Curación colectiva,Soin de masse,Massenheilung,Cura di Massa,Cura em Massa
EABILITY_CHAINDASH_NAME,Chain Dash,,Carrera encadenada,Charge en chaîne,Mehrfachansturm,Scatto a Catena,Impulso Encadeado
EABILITY_SHADOWDAGGER_NAME,Shadow Dagger,,Daga sombría,Dague de l'ombre,Schattenmesser,Pugnale d'Ombra,Adaga Sombria
EABILITY_GLARE_NAME,Glare,,Resplandor,Regard noir,Schlangenblick,Abbagliamento,Brilho
EABILITY_BLOW_NAME,Blow,,Golpetazo,Choc,Hieb,Soffio,Assoprão
EABILITY_HEALINGWORD_NAME,Healing Word,,Palabra curativa,Mot guérisseur,Heilendes Wort,Parola Curativa,Palavra Curativa
EABILITY_BEARTRAP_NAME,Bear Trap,,Cepo para osos,Piège à ours,Bärenfalle,Trappola per Orsi,Armadilha de Urso
EABILITY_SPIN_NAME,Spin,,Giro,Tour,Wirbel,Rotazione,Giro
EABILITY_DASH_NAME,Dash,,Carrera,Impulsion,Ansturm,Scatto,Impulso
EABILITY_LICK_NAME,Lick,,Lametón,Léchouille,Schlecker,Leccata,Lambida
EABILITY_SPITGLASS_NAME,Spit Glass,,Escupitajo de cristal,Crachat de verre,Glas spucken,Sputo di Vetro,Cuspir Vidro
EABILITY_SIRENCALL_NAME,Siren Call,,Canto de sirena,Chant de sirène,Sirenengesang,Richiamo della Sirena,Canto da Sereia
EABILITY_FURYSWIPES_NAME,Fury Swipes,,Golpes con furia,Frappes furieuses,Kratzfurie,Zampate di Furia,Golpes Furiosos
EABILITY_HITLERSWIPES_NAME,Führer Swipes,,Golpes del Führer,Frappes de Führer,Kratzführer,Zampate del Führer,Golpes do Führer
EABILITY_CHUMSHOT_NAME,Chum Shot,,Tiro de cebo,Tir allié,Köderschuss,Colpo di Pastura,Disparo Amigável
EABILITY_CHUMDASH_NAME,Chum Dash,,Carrera de cebo,Charge alliée,Köderansturm,Scatto di Pastura,Impulso Amigável
EABILITY_SCATTER_NAME,Scatter.,,Dispersión,Dispersion.,Auseinander.,Disperdetevi.,Espalhamento.
EABILITY_HIDE_NAME,Hide.,,Pellejo,Cachez-vous.,Verstecken.,Nascondetevi.,Esconder.
EABILITY_MEATTENTACLE_NAME,Meat Tentacle,,Tentáculo carnoso,Viande de tentacule,Fleischtentakel,Tentacolo di Carne,Tentáculo de Carne
EABILITY_LITTER_NAME,Litter,,Basura,Détritus,Streu,Lettiera,Jogar Lixo
EABILITY_WIGGLE_NAME,Wiggle,,Serpenteo,Trémoussage,Wackel,Dimenamento,Balançada
EABILITY_MEATMINION_NAME,Meat Minion,,Secuaz carnoso,Viande de serviteur,Fleischdiener,Servitore di Carne,Servo de Carne
EABILITY_BLOATYEXPLODE_NAME,Explode,,Explosión,Explosion,Explodieren,Esplosione,Explosão
EABILITY_BLOATYEXPLODE_DESC,he explode,,explota,Une explosion.,er macht Bumm,lui esplode,ele faz bum
EABILITY_SPAWNDIP_NAME,Spawn Dip,,Generación de catalino,Invocation de caca,Köttel rufen,Generazione Cacchina,Gerar Cocô
EABILITY_LEECHDASH_NAME,Leech Dash,,Carrera de sanguijuelas,Charge de sangsue,Blutegelansturm,Scatto della Sanguisuga,Impulso Sanguessuga
EABILITY_BUMBLEJUMP_NAME,Bumble Jump,,Bumblesalto,Saut de ver glouton,Bummelsprung,Bubbosalto,Salto Confuso
EABILITY_FEAST_NAME,Feast,,Festín,Festin,Festmahl,Banchetto,Banquete
EABILITY_BONESPURT_NAME,Bone Spurt,,Borbotón óseo,Jet d'os,Knochensporn,Schizzo d'Ossa,Esporão Ósseo
EABILITY_ROCKSONG_NAME,Rock Song,,Canción roquera,Morceau de rock,Steinlied,Canzone della Roccia,Canção de Rock
EABILITY_CHUBSPIN_NAME,Chub Spin,,Giro de Chub,Toupie moignon,Chub-Wirbel,Trottola di Chubs,Giro Gorduroso
EABILITY_NUKE_NAME,Nuke,,Arma nuclear,Bombe nucléaire,Atombombe,Bomba Nucleare,Nuclear
EABILITY_NUBFLUB_NAME,Nub Flub,,Pifia de Nub,Bourde moignon,Nub-Sprung,Pasticcio di Flubs,Bochechada
EABILITY_FLUSH_NAME,Flush,,Cisterna,Chasse d'eau,Spülung,Sciacquone,Descarga
EABILITY_TENTICKLES_NAME,Ten Tickles,,Pulpillitas,Tentaccule,Kitzler,Solletico Tentacolare,Dez Cócegas
EABILITY_BOTTOMSUP_NAME,Bottoms Up,,¡Salud!,Cul sec,Prost,Cin Cin,Inversão
EABILITY_BOTTOMSUP_DESC,Gain 5HP. Can only be used when standing in water.,,Obtiene 5 PS. Solo puede usarse en el agua.,Confère PV&nbsp;+5. Ne peut être utilisé que dans l'eau.,Erhalte 5&nbsp;LP. Kann nur im Wasser verwendet werden.,Ottieni 5 PS. Può essere usato solo stando in acqua.,Obtenha 5 PV. Só pode ser utilizado na água.
EABILITY_LOBBEDWATERSHOT_NAME,Lobbed Water Shot,,Tiro de agua en arco,Tir aquatique en cloche,Wasserschuss,Tiro d'Acqua a Parabola,Disparo Aquático em Arco
EABILITY_LOBBEDWATERSHOT_DESC,Lobbed Water attack.,,Lanza un ataque acuoso en arco.,Attaque aquatique en cloche.,"Ein Wasserangriff, der Hindernisse ignoriert.",Attacco d'acqua a parabola.,Ataque Aquático em Arco.
EABILITY_DISGUISE_NAME,Disguise,,Disfraz,Déguisement,Tarnung,Travestimento,Disfarce
EABILITY_COUNTERSPELL_NAME,Counterspell,,Contrahechizo,Contre-sort,Zauberkonter,Controincantesimo,Contrafeitiço
EABILITY_COUNTERSPELL_DESC,"Counter the next spell an enemy casts.
If counterspell isn't triggered by your next turn, absorb it to gain +2 Damage and +2 All Stats Up.",,"Contrarresta el siguiente hechizo de un enemigo.
Si esta unidad no activa el contrahechizo en el siguiente turno, lo absorbe para obtener +2 de daño y +2 de aumento total.","Contre le prochain sort ennemi. Si le contre-sort ne se déclenche pas d'ici votre prochain tour, vous l'absorbez pour gagner Dégâts&nbsp;+2 et Hausse de stats&nbsp;+2.","Kontert den nächsten Zauber, den ein Gegner wirkt.
Wenn Zauberkonter bis zu deinem nächsten Zug nicht ausgelöst wurde, erhalte +2&nbsp;Schaden und +2&nbsp;Bonus auf alle Attribute.","Contrasta il prossimo incantesimo lanciato da un nemico.
Se il controincantesimo non viene attivato entro il tuo prossimo turno, lo assorbi e ottieni +2 al Danno e +2 Aumento delle Statistiche.","Contra-ataca o próximo encantamento lançado por um inimigo.
Se o contrafeitiço não for ativado no seu próximo turno, absorva-o para obter +2 de dano e +2 em todos os atributos."
EABILITY_BRAINMISSLE_NAME,Brain Missile,,Misil cerebral,Missile psy,Hirnrakete,Missile Mentale,Míssil Cerebral
EABILITY_BRAINMISSLE_DESC,Shoot an infinite-range projectile that can't miss.,,Dispara un proyectil de alcance infinito que no puede fallar.,Tire un projectile à portée infinie qui ne rate jamais sa cible.,"Feuere ein Geschoss mit unendlicher Reichweite ab, das nicht verfehlen kann.",Spara un proiettile a raggio d'azione infinito che non può mancare il bersaglio.,Dispare um projétil de alcance infinito que não pode errar.
EABILITY_ACIDSHOT_NAME,Acid Shot,,Tiro ácido,Tir acide,Säureschuss,Colpo Acido,Disparo Ácido
EABILITY_SUCK_NAME,Suck,,Succión,Aspiration,Sauger,Risucchio,Sugar
EABILITY_SUCK_DESC,"Inhale a unit, then spit it out.",,Aspira a una unidad y luego la escupe.,"Aspire une unité, puis la recrache.",Atme eine Einheit ein und spucke sie anschließend aus.,Inala un'unita e poi la sputa via.,Inale uma unidade e então cuspa-a.
EABILITY_WOLFLEAP_NAME,Wolf Leap,,Brinco lobuno,Bond de loup,Wolfsprung,Salto del Lupo,Salto do Lobo
EABILITY_DOOM_NAME,DOOM,,Condenación,MALHEUR,TODESURTEIL,SCIAGURA,PERDIÇÃO
EABILITY_LEECHES_NAME,Leeches,,Sanguijuelas,Sangsues,Blutegel,Sanguisughe,Sanguessugas
EABILITY_LEAVE_NAME,Leave,,Abandono,Partir,Verlassen,Esci,Partir
EABILITY_RETURN_NAME,Return,,Regreso,Revenir,Rückkehr,Ritorna,Retornar
EABILITY_SPIDERSPAWN_NAME,Spider Spawn,,Generación de araña,Invocation d'araignée,Spinne rufen,Generazione Ragno,Gerar Aranha
EABILITY_WEB_NAME,Web,,Telaraña,Toile,Netz,Ragnatela,Teia
EABILITY_SPAWNSPIDERLING_NAME,Spawn Spiderlings,,Generación de arañitas,Invocation de jeunes araignées,Spinnenlinge rufen,Generazione Ragnetti,Gerar Aranhinhas
EABILITY_GOINSANE_NAME,Go Insane!,,¡Locura!,Perds la raison&nbsp;!,Durchdrehen!,Impazzisci!,Enlouquecer!
EABILITY_CALMDOWN_NAME,Calm Down!,,¡Tranquilidad!,On se calme&nbsp;!,Beruhigen!,Calmati!,Acalmar-se!
EABILITY_BUTTWEB_NAME,Butt Web,,Telaraña anal,Toile du cul,Arschnetz,Ragnatela del Sedere,Teia de Bumbum
EABILITY_FLIP_NAME,Flip,,Vuelta,Flip flap,Flip,Capriola,Virada
EABILITY_FART_NAME,Fart,,Pedo,Pet,Furz,Scoreggia,Pum
EABILITY_SPAWNWISP_NAME,Spawn Wisp,,Generación de avispa,Invocation de feu follet,Irrlicht rufen,Generazione Fuoco Fatuo,Gerar Fogo-Fátuo
EABILITY_BOMBTOSS_NAME,Bomb Toss,,Lanzamiento de bomba,Lancer de bombe,Bombenwurf,Lancio di Bomba,Lançamento de Bomba
EABILITY_CONVERT_NAME,Convert,,Conversión,Conversion,Konvertieren,Conversione,Conversão
EABILITY_ZEALOT_NAME,Zealot,,Fanatismo,Zélote,Fanatiker,Zelota,Fanatismo
EABILITY_BONESHOT_NAME,Bone Shot,,Tiro óseo,Tir d'os,Knochenschuss,Colpo d'Ossa,Disparo Ósseo
EABILITY_SANDRUSH_NAME,Sand Rush,,Embestida arenosa,Charge sableuse,Sandrausch,Scatto di Sabbia,Ataque de Areia
EABILITY_EAT_NAME,Eat,,Comida,Manger,Essen,Mangia,Comer
EABILITY_POISONATTACK_NAME,Poison Attack,,Ataque venenoso,Attaque empoisonnée,Giftangriff,Attacco Velenoso,Ataque Venenoso
EABILITY_STING_NAME,Sting,,Picadura,Piqûre,Stich,Puntura,Ferroada
EABILITY_GRAPPLE_NAME,Grapple,,Sujeción,Baston,Zupacken,Grappino,Agarrar
EABILITY_SHOOTGUN_NAME,Shoot Gun,,Disparo de arma,Tir de fusil,Revolver,Colpo di Pistola,Disparo de Arma
EABILITY_RELOAD_NAME,Reload,,Recarga,Recharge,Nachladen,Ricarica,Recarregamento
EABILITY_HUG_NAME,Hug,,Abrazo,Câlin,Umarmung,Abbraccio,Abraço
EABILITY_DROPCAT_NAME,Drop Cat,,Gato suelto,Lâcher de chat,Katze fallen lassen,Rilascio del Gatto,Soltar Gato
EABILITY_CATSLAP_NAME,Cat Slap,,Garfada felina,Baffe de chat,Katzenschlag,Schiaffo del Gatto,Tapa Felino
EABILITY_BIGSPIN_NAME,Big Spin,,Giro grande,Grand tour,Großer Wirbel,Grossa Rotazione,Grande Giro
EABILITY_RADIATE_NAME,Radiate,,Radiación,Rayonnement,Ausstrahlen,Irradiazione,Irradiar
EABILITY_CRACKLE_NAME,Crackle,,Crujido,Crépitement,Knistern,Crepitio,Estalo
EABILITY_BLESS_NAME,Bless,,Bendición,Grâce,Segnen,Benedizione,Abençoar
EABILITY_FEELGOODDRUGS_NAME,Feel Good Drugs,,Estimulantes,Drogues agréables,Das gute Zeug,Medicine del Buonumore,Drogas Boas
EABILITY_FEELBADDRUGS_NAME,Feel Bad Drugs,,Depresivos,Drogues désagréables,Das schlechte Zeug,Medicine del Malumore,Drogas Ruins
EABILITY_RECHARGE_NAME,Recharge,,Recarga,Recharger,Aufladen,Alimentazione,Recarga
EABILITY_KILLDOZE_NAME,Killdoze,,Devastación,Killdoze,Killdozer,Killdoze,Demolição Mortal
EABILITY_GUNKBALL_NAME,Gunk Ball,,Bola de pringue,Boule de crasse,Schmierball,Palla di Poltiglia,Bola de Gosma
EABILITY_TELEKENESIS_NAME,Telekinesis,,Telequinesis,Télékinésie,Telekinese,Telecinesi,Telecinese
EABILITY_MINDCONTROL_NAME,Mind Control,,Control mental,Contrôle psychique,Gedankenkontrolle,Controllo Mentale,Controle Mental
EABILITY_MAGICMISSLE_NAME,Magic Missile,,Misil mágico,Missile magique,Magisches Geschoss,Missile Magico,Míssil Mágico
EABILITY_MINDBLAST_NAME,Mind Blast,,Explosión mental,Frappe psychique,Gedankenexplosion,Esplosione Mentale,Explosão Mental
EABILITY_MEGAMINDBLAST_NAME,Mega Mind Blast,,Megaexplosión mental,Méga frappe psychique,Riesige Gedankenexplosion,Mega Esplosione Mentale,Mega Explosão Mental
EABILITY_SPROUT_NAME,Sprout,,Verdugón,Pousse,Schössling,Germoglio,Broto
EABILITY_QUAKEJUMP_NAME,Quake Jump,,Salto tembloroso,Saut sismique,Bebensprung,Salto Sismico,Pulo Terremoto
EABILITY_HEALINGGAS_NAME,Healing Gas,,Gas curativo,Gaz guérisseur,Heilgas,Gas Curativo,Gás Curativo
EABILITY_THORNUP_NAME,Thorn Up,,Espina lista,Pic et pic,Dornen hoch,Spina +,Espinhamento
EABILITY_SHOT_NAME,Shot,,Tiro,Tir,Schuss,Colpo,Disparo
EABILITY_CONSUME_NAME,Consume!,,Consumo,Consommation,Konsumieren!,Consuma!,Consumir!
EABILITY_PUKEWAVE_NAME,Pukewave,,Onda vomitiva,Vague de vomi,Kotzwelle,Onda di Vomito,Onda de Vômito
EABILITY_CRATERHOWL_NAME,Crater Howl!,,Alarido de cráter,Cri étourdissant,Kraterheuler!,Ululato di Cratere!,Uivo de Cratera!
EABILITY_RAMPAGE_NAME,Rampage!,,¡Desenfreno!,Tout saccager&nbsp;!,Randale!,Furia Distruttiva!,Tumulto!
EABILITY_FURY_NAME,Fury,,Furia,Furie,Furie,Furore,Fúria
EABILITY_HOTPOKE_NAME,Hot Poke,,Empujón caliente,Pichenette brûlante,Heißer Stich,Pizzico Bollente,Ferro Quente
EABILITY_TUMORTHROW_NAME,Tumor Throw,,Lanzamiento de tumor,Lancer tumoral,Tumorwurf,Lancio del Tumore,Lançamento de Tumor
EABILITY_WHISPER_NAME,Whisper,,Susurro,Murmure,Flüstern,Sussurro,Sussurro
EABILITY_TWISTINGFLAMES_NAME,Twisting Flames,,Llamas serpenteantes,Flammes ondulantes,Verdrehte Flammen,Fiamme Torcenti,Chamas Esvoaçantes
EABILITY_TUMORDASH_NAME,Tumor Dash,,Carrera tumoral,Charge tumorale,Tumoransturm,Scatto del Tumore,Impulso de Tumor
EABILITY_SPITLAVA_NAME,Spit Lava,,Escupitajo de lava,Crachat de lave,Lava spucken,Sputa Lava,Cuspir Lava
EABILITY_ZORP_NAME,Zorp,,Zorp,Zorp,Zorp,Zorp,Zorp
EABILITY_DETECT_NAME,Detect,,Detección,Détection,Aufspüren,Individuazione,Detecção
EABILITY_SHEILDSUP_NAME,Shields Up,,Escudos listos,Levée de boucliers,Schilde hoch,Scudi +,Escudos Erguidos
EABILITY_ANNIHILASER_NAME,Annihilaser,,Aniquiláser,Annihilaser,Vernichtungslaser,Annichilaser,Aniquilaser
EABILITY_MDASH_NAME,M-Dash,,Megacarrera,M-Impulsion,M-Ansturm,Scatto-M,Impulso-M
EABILITY_BEAMIN_NAME,Beam In,,Rayo fuera,Rayon,Reinbeamen,Teletrasporto,Raio Interno
EABILITY_MSHEILD_NAME,M-Shield,,Megaescudo,Bouclier-M,M-Schild,Scudo-M,Escudo-M
EABILITY_PRIMEBLAST_NAME,Prime Blast,,Primera explosión,Explosion primordiale,Urknall,Esplosione Primaria,Explosão Primordial
EABILITY_HOWL_NAME,Howl,,Alarido,Hurlement,Heuler,Ululato,Uivar
EABILITY_CHARM_NAME,Charm,,Embrujo,Envoûtement,Charme,Ammaliamento,Feitiço
EABILITY_CERBERUBFLUB_NAME,Cerberub Flub,,Pifia de Cerberino,Bourde de cerbère moignon,Zerbussiflups,Flub di Decerbero,Erro de Cerberub
EABILITY_MAUL_NAME,Maul,,Vapuleo,Mutilation,Zerfleischen,Dilaniamento,Espancamento
