KEY,en,notes,sp,fr,de,it,pt-br
AREA_UNLOCK_ICEAGE,You can now adventure to the past!,,¡Ya puedes explorar el pasado!,Vous pouvez désormais vous rendre dans le passé !,Du kannst jetzt in die Vergangenheit aufbrechen!,Ora puoi avventurarti nel passato!,Agora você pode se aventurar no passado!
AREA_UNLOCK_JURASSIC,You can now adventure even further into the past!,,¡Ya puedes explorar un pasado más remoto!,Vous pouvez désormais aller plus loin dans le passé !,Du kannst jetzt noch weiter in die Vergangenheit aufbrechen!,Ora puoi avventurarti ancora più indietro nel passato!,Agora você pode se aventurar ainda mais longe no passado!
AREA_UNLOCK_FUTURE,You can now adventure to the future!,,¡Ya puedes explorar el futuro!,Vous pouvez désormais vous rendre dans le futur !,Du kannst jetzt in die Zukunft aufbrechen!,Ora puoi avventurarti nel futuro!,Agora você pode se aventurar no futuro!
AREA_UNLOCK_THEEND,You can now adventure even further into the future!,,¡Ya puedes explorar un futuro más remoto!,Vous pouvez désormais aller plus loin dans le futur !,Du kannst jetzt noch weiter in die Zukunft aufbrechen!,Ora puoi avventurarti ancora più avanti nel futuro!,Agora você pode se aventurar ainda mais longe no futuro!
AREA_UNLOCK_THERIFT,You can now adventure to The Rift!,,¡Ya puedes explorar la Grieta!,Vous pouvez désormais vous rendre dans la Faille !,Du kannst jetzt in den Riss aufbrechen!,Ora puoi avventurarti nella Fenditura!,Agora você pode se aventurar na Fissura!
AREA_UNLOCK_MEATWORLD,You can now adventure to The Throbbing Domain!,,¡Ya puedes explorar el Dominio Palpitante!,Vous pouvez désormais vous rendre dans le Domaine lancinant !,Du kannst jetzt in das Pulsierende Reich aufbrechen!,Ora puoi avventurarti nel Regno Pulsante!,Agora você pode se aventurar no Domínio Pulsante!
AREA_UNLOCK_MEATWORLDFULL,The Throbbing King requests your audience. You now have full access to his domain!,,El Rey Palpitante solicita tu presencia. ¡Ahora tienes acceso total a su dominio!,Le Roi lancinant a accédé à votre requête. Vous avez désormais accès à tout son domaine !,Der Pulsierende König bittet dich um eine Audienz. Du hast jetzt uneingeschränkten Zugang zu seinem Reich!,Il Re Pulsante richiede la tua presenza. Ora hai completo accesso al suo regno!,O Rei Pulsante solicita sua presença. Agora você possui acesso total ao seu domínio!
,,,,,,,
AREA_UNLOCK_ENDOFTIME,The time machine can now travel to The Infinite!,,¡La máquina del tiempo ya puede viajar al infinito!,La machine temporelle peut vous mener dans l'Infini !,Die Zeitmaschine kann jetzt in die Unendlichkeit reisen!,La macchina del tempo ora può viaggiare nell'Infinito!,A máquina do tempo agora pode viajar para o Infinito!
,,,,,,,
QUEST_BEGIN_THROBBINGGRISTLE,"""Throbbing Gristle"" found and added to Quest Items!",,¡Has encontrado el cartílago palpitante y se ha añadido a los objetos de misión!,«&nbsp;Cartilage lancinant&nbsp;» trouvé et ajouté aux objets de quête !,„Pulsierender Knorpel“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato la ""Cartilagine Pulsante"" e l'hai aggiunta agli oggetti della missione!","A ""cartilagem pulsante"" foi encontrada e adicionada aos seus itens de missão!"
QUEST_BEGIN_PUTRIDLEECH,"""Putrid Leech"" found and added to Quest Items!",,¡Has encontrado la sanguijuela putrefacta y se ha añadido a los objetos de misión!,«&nbsp;Sangsue putride&nbsp;» trouvée et ajoutée aux objets de quête !,„Verfaulter Blutegel“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato la ""Sanguisuga Putrida"" e l'hai aggiunta agli oggetti della missione!","A ""sanguessuga pútrida"" foi encontrada e adicionada aos seus itens de missão!"
QUEST_BEGIN_GUILLOTINASHEAD,"""Guillotina's Head"" found and added to Quest Items!",,¡Has encontrado la cabeza de Guillotina y se ha añadido a los objetos de misión!,«&nbsp;Tête de Guillotina&nbsp;» trouvée et ajoutée aux objets de quête !,„Guillotinas Kopf“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato la ""Testa di Ghigliottina"" e l'hai aggiunta agli oggetti della missione!","A ""cabeça de Guilhotina"" foi encontrada e adicionada aos seus itens de missão!"
,,,,,,,
QUEST_BEGIN_SCALDINGORB,"""Scalding Orb"" found and added to Quest Items!",,¡Has encontrado el orbe abrasador y se ha añadido a los objetos de misión!,«&nbsp;Orbe brûlant&nbsp;» trouvé et ajouté aux objets de quête !,„Siedende Kugel“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato la ""Sfera Rovente"" e l'hai aggiunta agli oggetti della missione!","O ""orbe escaldante"" foi encontrado e adicionado aos seus itens de missão!"
QUEST_BEGIN_BLACKSHARD,"""Black Shard"" found and added to Quest Items!",,¡Has encontrado el fragmento negro y se ha añadido a los objetos de misión!,«&nbsp;Sombréclat&nbsp;» trouvé et ajouté aux objets de quête !,„Schwarzer Splitter“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato il ""Frammento Nero"" e l'hai aggiunta agli oggetti della missione!","O ""fragmento negro"" foi encontrado e adicionado aos seus itens de missão!"
QUEST_BEGIN_PYROPHINASCOLLAR,"Pyrophina thanks you for helping her defeat Zaratana!
""Pyrophina's Collar"" added to Quest Items!",,"Pyrophina te da las gracias por haberla ayudado a derrotar a Zaratana.
¡Se ha añadido el collar de Pyrophina a los objetos de misión!",Pyrophina vous remercie de l'avoir aidée à vaincre Zaratana ! «&nbsp;Collier de Pyrophina&nbsp;» ajouté aux objets de quête !,"Pyrophina dankt dir dafür, dass du ihr geholfen hast, Zaratana zu besiegen!
„Pyrophinas Halsband“ wurde den Questgegenständen hinzugefügt!","Pyrophina ti ringrazia per averla aiutata a sconfiggere Zaratana!
Hai aggiunto il ""Collare di Pyrophina"" agli oggetti della missione!","Pyrophina agradece por você tê-la ajudado a derrotar Zaratana!
A ""coleira de Pyrophina"" foi adicionada aos itens de missão!"
QUEST_BEGIN_ZARATANASCOLLAR,"Zaratana thanks you for helping her defeat Pyrophina!
""Zaratana's Collar"" added to Quest Items!",,"Zaratana te da las gracias por haberla ayudado a derrotar a Pyrophina.
¡Se ha añadido el collar de Zaratana a los objetos de misión!",Zaratana vous remercie de l'avoir aidée à vaincre Pyrophina ! «&nbsp;Collier de Zaratana&nbsp;» ajouté aux objets de quête !,"Zaratana dankt dir dafür, dass du ihr geholfen hast, Pyrophina zu besiegen!
„Zaratanas Halsband“ wurde den Questgegenständen hinzugefügt!","Zaratana ti ringrazia per averla aiutata a sconfiggere Pyrophina!
Hai aggiunto il ""Collare di Zaratana"" agli oggetti della missione!","Zaratana agradece por você tê-la ajudado a derrotar Pyrophina!
A ""coleira de Zaratana"" foi adicionada aos itens de missão!"
,,,,,,,
QUEST_BEGIN_COOLER,"""Cryogenic Time Chamber"" added to Quest Items!",,¡Se ha añadido la cámara temporal criogénica a los objetos de misión!,«&nbsp;Cryocapsule temporelle&nbsp;» trouvée et ajoutée aux objets de quête !,„Kryogene Zeitkammer“ wurde den Questgegenständen hinzugefügt!,"Hai aggiunto la ""Camera del Tempo Criogenica"" agli oggetti della missione!","A ""câmara criogênica de tempo"" foi adicionada aos itens de missão!"
,,,,,,,
QUEST_BEGIN_RECEIVER,"""Receiver Antenna"" found and added to Quest Items!",,¡Has encontrado la antena receptora y se ha añadido a los objetos de misión!,«&nbsp;Antenne réceptrice&nbsp;» trouvée et ajoutée aux objets de quête !,„Empfängerantenne“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato l'oggetto ""Antenna Ricevitrice"" e l'hai aggiunta agli oggetti della missione!","A ""antena receptora"" foi encontrada e adicionada aos itens de missão!"
QUEST_BEGIN_TRANSMITTER,"""Transmitter Antenna"" found and added to Quest Items!",,¡Has encontrado la antena transmisora y se ha añadido a los objetos de misión!,«&nbsp;Antenne émettrice&nbsp;» trouvée et ajoutée aux objets de quête !,„Sendeantenne“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato l'oggetto ""Antenna Trasmittente"" e l'hai aggiunta agli oggetti della missione!","A ""antena transmissora"" foi encontrada e adicionada aos itens de missão!"
QUEST_BEGIN_AMPLIFIER,"""Signal Amplifier"" found and added to Quest Items!",,¡Has encontrado el amplificador de señal y se ha añadido a los objetos de misión!,«&nbsp;Amplificateur de signal&nbsp;» trouvé et ajouté aux objets de quête !,„Signalverstärker“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato l'oggetto ""Amplificatore di Segnale"" e l'hai aggiunto agli oggetti della missione!","O ""amplificador de sinal"" foi encontrado e adicionado aos itens de missão!"
,,,,,,,
QUEST_BEGIN_JAR,"""Jar of Radiation!"" added to Quest Items!",,¡Se ha añadido el tarro de radiación a los objetos de misión!,«&nbsp;Bocal irradié&nbsp;» trouvé et ajouté aux objets de quête !,„Verstrahltes Glas!“ wurde den Questgegenständen hinzugefügt!,"Hai aggiunto il ""Barattolo delle Radiazioni"" agli oggetti della missione!","O ""pote de radiação"" foi adicionado aos itens de missão!"
QUEST_BEGIN_NUKE,"""Nuke"" added to Quest Items!",,¡Se ha añadido el arma nuclear a los objetos de misión!,«&nbsp;Ogive&nbsp;» trouvée et ajoutée aux objets de quête !,„Atombombe“ wurde den Questgegenständen hinzugefügt!,"Hai aggiunto la ""Bomba Atomica"" agli oggetti della missione!","A ""bomba nuclear"" foi adicionada aos itens de missão!"
,,,,,,,
ABILITY_UNLOCK_FIGHTER,"Fighters can now learn ""Pawbreaker""!",,¡Ahora los luchadores pueden aprender Rompepatas!,Les Pugilistes peuvent désormais apprendre «&nbsp;Briseur de patte&nbsp;» !,Krieger können jetzt „Pfotenbrecher“ lernen!,"Ora i guerrieri possono imparare ""Spezzazampa""!","Agora lutadores podem aprender ""Quebra-Patas""!"
ABILITY_UNLOCK_HUNTER,"Hunters can now learn ""Ball of Spiders""!",,¡Ahora los cazadores pueden aprender Bola de arañas!,Les Sentinelles peuvent désormais apprendre «&nbsp;Boule d'araignées&nbsp;» !,Jäger können jetzt „Spinnenball“ lernen!,"Ora i cacciatori possono imparare ""Palla di Ragni""!","Agora caçadores podem aprender ""Bola de Aranhas""!"
ABILITY_UNLOCK_MAGE,"Mages can now learn ""Hyper Beam""!",,¡Ahora los magos pueden aprender Hiperrayo!,Les Mages peuvent désormais apprendre «&nbsp;Méga rayon&nbsp;» !,Magier können jetzt „Hyperstrahl“ lernen!,"Ora i maghi possono imparare ""Iper-Raggio""!","Agora magos podem aprender ""Hiper Raio""!"
ABILITY_UNLOCK_MEDIC,"Clerics can now learn ""Ethereal""",,¡Ahora los clérigos pueden aprender Etéreo!,Les Sages peuvent désormais apprendre «&nbsp;Céleste&nbsp;» !,Kleriker können jetzt „Ätherisch“ lernen!,"Ora i chierici possono imparare ""Etereo""!","Agora clérigos podem aprender ""Etéreo""!"
ABILITY_UNLOCK_THIEF,"Thieves can now learn ""Nail Flurry""!",,¡Ahora los ladrones pueden aprender Lluvia de clavos!,Les Montes-en-l'air peuvent désormais apprendre «&nbsp;Pluie de clous&nbsp;» !,Diebe können jetzt „Nagelfurie“ lernen!,"Ora i ladri possono imparare ""Raffica di Chiodi""!","Agora ladrões podem aprender ""Salva de Pregos""!"
ABILITY_UNLOCK_TANK,"Tanks can now learn ""Suplex""!",,¡Ahora los tanques pueden aprender Súplex!,Les Tanks peuvent désormais apprendre «&nbsp;Suplex&nbsp;» !,Tanks können jetzt „Suplex“ lernen!,"Ora i corazzati possono imparare ""Suplex""!","Agora tanques podem aprender ""Suplex""!"
ABILITY_UNLOCK_NECROMANCER,"Necromancers can now learn ""Summon Shade""!",,¡Ahora los nigromantes pueden aprender Invocación de sombra!,Les Occultistes peuvent désormais apprendre «&nbsp;Invocation d'ombres&nbsp;» !,Totenbeschwörer können jetzt „Schatten beschwören“ lernen!,"Ora i necromanti possono imparare ""Evoca Ombra""!","Agora necromantes podem aprender ""Invocar Sombra""!"
ABILITY_UNLOCK_PSYCHIC,"Psychics can now learn ""Supernova""!",,¡Ahora los ocultistas pueden aprender Supernova!,Les Médiums peuvent désormais apprendre «&nbsp;Supernova&nbsp;» !,Medien können jetzt „Supernova“ lernen!,"Ora gli psionici possono imparare ""Supernova""!","Agora psíquicos podem aprender ""Supernova""!"
ABILITY_UNLOCK_TINKERER,"Tinkerers can now learn ""Mech Suit""!",,¡Ahora los manitas pueden aprender Traje robótico!,Les Scientifiques peuvent désormais apprendre «&nbsp;Costume mécha&nbsp;» !,Bastler können jetzt „Mechanzug“ lernen!,"Ora gli inventori possono imparare ""Tuta per Mech""!","Agora artífices podem aprender ""Traje Mecha""!"
ABILITY_UNLOCK_BUTCHER,"Butchers can now learn ""Slice and Dice""!",,¡Ahora los carniceros pueden aprender Cortar y trocear!,Les Barbares peuvent désormais apprendre «&nbsp;Julienne&nbsp;» !,Schlachter können jetzt „Zurechtstutzen“ lernen!,"Ora i macellai possono imparare ""Affettamento""!","Agora açougueiros podem aprender ""Fatiar e Picar""!"
ABILITY_UNLOCK_DRUID,"Druids can now learn ""Summon Bear""!",,¡Ahora los druidas pueden aprender Invocación de oso!,Les Druides peuvent désormais apprendre «&nbsp;Invocation d'ours&nbsp;» !,Druiden können jetzt „Bär beschwören“ lernen!,"Ora i druidi possono imparare ""Evoca Orso""!","Agora druidas podem aprender ""Invocar Urso""!"
ABILITY_UNLOCK_MONK,"Monks can now learn ""Hundred Hand Slap""!",,¡Ahora los monjes pueden aprender Golpe de cien manos!,Les Moines peuvent désormais apprendre «&nbsp;Gifle de cent mains&nbsp;» !,Mönche können jetzt „Hundert Hände“ lernen!,"Ora i monaci possono imparare ""Schiaffo delle Cento Mani!""","Agora monges podem aprender ""Tapa de Cem Mãos""!"
ABILITY_UNLOCK_COLORLESS,"All cats can now learn ""Metronome""!",,¡Ahora todos los gatos pueden aprender Metrónomo!,Tous les chats peuvent désormais apprendre «&nbsp;Métronome&nbsp;» !,Alle Katzen können jetzt „Metronom“ lernen!,"Ora tutti i gatti possono imparare ""Metronomo""!","Agora todos os gatos podem aprender ""Metrônomo""!"
ABILITY_UNLOCK_JESTER,Jesters have some more tricks up their sleeves!,,¡Los bufones tienen algunos ases más en la manga!,Les Jokers ont encore plus de tours dans leur sac !,Narren haben jetzt neue Kunststücke im Repertoire!,I giullari hanno qualche altro asso nella manica!,Agora curingas possuem mais truques na manga!
,,,,,,,
PASSIVE_UNLOCK_FIGHTER,"Fighters can now learn ""Dual Wield""!",,¡Ahora los luchadores pueden aprender Multiarma!,Les Pugilistes peuvent désormais apprendre «&nbsp;Coup double&nbsp;» !,Krieger können jetzt „Doppelwaffen“ lernen!,"Ora i guerrieri possono imparare ""Doppia Impugnatura""!","Agora lutadores podem aprender ""Empunhadura Dupla""!"
PASSIVE_UNLOCK_HUNTER,"Hunters can now learn ""Thrill of the Hunt""!",,¡Ahora los cazadores pueden aprender Exaltación de la caza!,Les Sentinelles peuvent désormais apprendre «&nbsp;Frisson de la chasse&nbsp;» !,Jäger können jetzt „Jagdrausch“ lernen!,"Ora i cacciatori possono imparare ""Brivido della Caccia""!","Agora caçadores podem aprender ""Emoção da Caçada""!"
PASSIVE_UNLOCK_MAGE,"Mages can now learn ""Three""!",,¡Ahora los magos pueden aprender Tres!,Les Mages peuvent désormais apprendre «&nbsp;Trois&nbsp;» !,Magier können jetzt „Drei“ lernen!,"Ora i maghi possono imparare ""Tre""!","Agora magos podem aprender ""Três""!"
PASSIVE_UNLOCK_MEDIC,"Clerics can now learn ""Evil Patron""!",,¡Ahora los clérigos pueden aprender Patrón malvado!,Les Sages peuvent désormais apprendre «&nbsp;Divinité maléfique&nbsp;» !,Kleriker können jetzt „Bösartiger Schutzpatron“ lernen!,"Ora i chierici possono imparare ""Mecenate Crudele""!","Agora clérigos podem aprender ""Patrono Maligno""!"
PASSIVE_UNLOCK_THIEF,"Thieves can now learn ""First Strike""!",,¡Ahora los ladrones pueden aprender Primer ataque!,Les Montes-en-l'air peuvent désormais apprendre «&nbsp;Premier assaut&nbsp;» !,Diebe können jetzt „Erstschlag“ lernen!,"Ora i ladri possono imparare ""Primo Colpo""!","Agora ladrões podem aprender ""Ataque Alfa""!"
PASSIVE_UNLOCK_TANK,"Tanks can now learn ""Bouncer""!",,¡Ahora los tanques pueden aprender Guardia!,Les Tanks peuvent désormais apprendre «&nbsp;Garde du corps&nbsp;» !,Tanks können jetzt „Türsteher“ lernen!,"Ora i corazzati possono imparare ""Rimbalzo""!","Agora tanques podem aprender ""Segurança""!"
PASSIVE_UNLOCK_NECROMANCER,"Necromancers can now learn ""Servus Mortem""!",,¡Ahora los nigromantes pueden aprender Servus mortem!,Les Occultistes peuvent désormais apprendre «&nbsp;Servus Mortem&nbsp;» !,Totenbeschwörer können jetzt „Servus Mortem“ lernen!,"Ora i necromanti possono imparare ""Servus Mortem""!","Agora necromantes podem aprender ""Servus Mortem""!"
PASSIVE_UNLOCK_PSYCHIC,"Psychics can now learn ""Gravity Well""!",,¡Ahora los ocultistas pueden aprender Influencia gravitatoria!,Les Médiums peuvent désormais apprendre «&nbsp;Puits de gravité&nbsp;» !,Medien können jetzt „Gravitationsbrunnen“ lernen!,"Ora gli psionici possono imparare ""Pozzo Gravitazionale""!","Agora psíquicos podem aprender ""Poço de Gravidade""!"
PASSIVE_UNLOCK_TINKERER,"Tinkerers can now learn ""Armor Specialist""!",,¡Ahora los manitas pueden aprender Especialista en armaduras!,Les Scientifiques peuvent désormais apprendre «&nbsp;Spécialiste des armures&nbsp;» !,Bastler können jetzt „Rüstungsspezialist“ lernen!,"Ora gli inventori possono imparare ""Specialista delle Armature""!","Agora artífices podem aprender ""Especialista em Armaduras""!"
PASSIVE_UNLOCK_BUTCHER,"Butchers can now learn ""Indigestion""!",,¡Ahora los carniceros pueden aprender Indigestión!,Les Barbares peuvent désormais apprendre «&nbsp;Indigestion&nbsp;» !,Schlachter können jetzt „Magenverstimmung“ lernen!,"Ora i macellai possono imparare ""Indigestione""!","Agora açougueiros podem aprender ""Indigestão""!"
PASSIVE_UNLOCK_DRUID,"Druids can now learn ""Suicide Squad""!",,¡Ahora los druidas pueden aprender Escuadrón suicida!,Les Druides peuvent désormais apprendre «&nbsp;Suicide Squad&nbsp;» !,Druiden können jetzt „Selbstmordkommando“ lernen!,"Ora i druidi possono imparare ""Squadra Suicida""!","Agora druidas podem aprender ""Esquadrão Suicida""!"
PASSIVE_UNLOCK_MONK,"Monks can now learn ""Unstoppable""!",,¡Ahora los monjes pueden aprender Imparable!,Les Moines peuvent désormais apprendre «&nbsp;Inarrêtable&nbsp;» !,Mönche können jetzt „Unaufhaltsam“ lernen!,"Ora i monaci possono imparare ""Inarrestabile""!","Agora monges podem aprender ""Imparável""!"
PASSIVE_UNLOCK_COLORLESS,"All cats can now learn ""Skill Share""!",,¡Ahora todos los gatos pueden aprender Habilidad compartida!,Tous les chats peuvent désormais apprendre «&nbsp;Partage de compétences&nbsp;» !,Alle Katzen können jetzt „Fähigkeiten teilen“ lernen!,"Ora tuti i gatti possono imparare ""Condivisione delle Abilità""!","Agora todos os gatos podem aprender ""Compartilhar Habilidade""!"
PASSIVE_UNLOCK_JESTER,Jesters have some more tricks up their sleeves!,,¡Los bufones tienen algunos ases más en la manga!,Les Jokers ont encore plus de tours dans leur sac !,Narren haben jetzt neue Kunststücke im Repertoire!,I giullari hanno qualche altro asso nella manica!,Agora curingas possuem mais truques na manga!
,,,,,,,
ABILITY_UNLOCK_FIGHTER_COLORLESS,"All cats can now learn ""Path of the Fighter""!",,¡Ahora todos los gatos pueden aprender Camino del luchador!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Pugilistes&nbsp;» !,Alle Katzen können jetzt „Der Weg des Kriegers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Guerriero""!","Agora todos os gatos podem aprender o ""Caminho do Lutador""!"
ABILITY_UNLOCK_HUNTER_COLORLESS,"All cats can now learn ""Path of the Hunter""!",,¡Ahora todos los gatos pueden aprender Camino del cazador!,Tous les chats peuvent désormais apprendre «&nbsp;Voies des Sentinelles&nbsp;» !,Alle Katzen können jetzt „Der Weg des Jägers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Cacciatore""!","Agora todos os gatos podem aprender o ""Caminho do Caçador""!"
ABILITY_UNLOCK_MAGE_COLORLESS,"All cats can now learn ""Path of the Mage""!",,¡Ahora todos los gatos pueden aprender Camino del mago!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Mages&nbsp;» !,Alle Katzen können jetzt „Der Weg des Magiers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Mago""!","Agora todos os gatos podem aprender o ""Caminho do Mago""!"
ABILITY_UNLOCK_MEDIC_COLORLESS,"All cats can now learn ""Path of the Cleric""!",,¡Ahora todos los gatos pueden aprender Camino del clérigo!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Sages&nbsp;» !,Alle Katzen können jetzt „Der Weg des Klerikers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Chierico""!","Agora todos os gatos podem aprender o ""Caminho do Clérigo""!"
ABILITY_UNLOCK_THIEF_COLORLESS,"All cats can now learn ""Path of the Thief""!",,¡Ahora todos los gatos pueden aprender Camino del ladrón!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Fourbes&nbsp;» !,Alle Katzen können jetzt „Der Weg des Diebes“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Ladro""!","Agora todos os gatos podem aprender o ""Caminho do Ladrão""!"
ABILITY_UNLOCK_TANK_COLORLESS,"All cats can now learn ""Path of the Tank""!",,¡Ahora todos los gatos pueden aprender Camino del tanque!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Tanks&nbsp;» !,Alle Katzen können jetzt „Der Weg des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Corazzato""!","Agora todos os gatos podem aprender o ""Caminho do Tanque""!"
ABILITY_UNLOCK_NECROMANCER_COLORLESS,"All cats can now learn ""Path of the Necromancer""!",,¡Ahora todos los gatos pueden aprender Camino del nigromante!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Occultistes&nbsp;» !,Alle Katzen können jetzt „Der Weg des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Necromante""!","Agora todos os gatos podem aprender o ""Caminho do Necromante""!"
